FlightNumber,DepartureTime,ArrivalTime,ScheduledDepartureTime,ScheduledArrivalTime,DelayStatus,DepartureAirport,ArrivalAirport
2687,2024-01-04 01:50:00,2024-01-04 03:50:00,2024-01-04 01:40:00,2024-01-04 03:40:00,On-Time,JFK,LAX
7833,2024-01-04 02:00:00,2024-01-04 04:00:00,2024-01-04 01:50:00,2024-01-04 03:50:00,On-Time,ORD,ATL
3427,2024-01-04 02:10:00,2024-01-04 04:10:00,2024-01-04 02:00:00,2024-01-04 04:00:00,Delayed,ORD,ATL
5000,2024-01-04 02:20:00,2024-01-04 04:20:00,2024-01-04 02:10:00,2024-01-04 04:10:00,On-Time,ORD,LAX
6052,2024-01-04 02:30:00,2024-01-04 04:30:00,2024-01-04 02:20:00,2024-01-04 04:20:00,On-Time,ORD,JFK
3738,2024-01-04 02:40:00,2024-01-04 04:40:00,2024-01-04 02:30:00,2024-01-04 04:30:00,On-Time,LAX,ORD
6732,2024-01-04 02:50:00,2024-01-04 04:50:00,2024-01-04 02:40:00,2024-01-04 04:40:00,Delayed,ATL,ORD
6387,2024-01-04 03:00:00,2024-01-04 05:00:00,2024-01-04 02:50:00,2024-01-04 04:50:00,On-Time,DFW,ATL
9002,2024-01-04 03:10:00,2024-01-04 05:10:00,2024-01-04 03:00:00,2024-01-04 05:00:00,On-Time,ORD,ORD
6536,2024-01-04 03:20:00,2024-01-04 05:20:00,2024-01-04 03:10:00,2024-01-04 05:10:00,On-Time,ORD,LAX
4913,2024-01-04 03:30:00,2024-01-04 05:30:00,2024-01-04 03:20:00,2024-01-04 05:20:00,On-Time,ORD,JFK
2066,2024-01-04 03:40:00,2024-01-04 05:40:00,2024-01-04 03:30:00,2024-01-04 05:30:00,On-Time,ATL,LAX
8723,2024-01-04 03:50:00,2024-01-04 05:50:00,2024-01-04 03:40:00,2024-01-04 05:40:00,On-Time,JFK,DFW
5380,2024-01-04 04:00:00,2024-01-04 06:00:00,2024-01-04 03:50:00,2024-01-04 05:50:00,On-Time,JFK,ATL
5107,2024-01-04 04:10:00,2024-01-04 06:10:00,2024-01-04 04:00:00,2024-01-04 06:00:00,On-Time,LAX,ORD
6726,2024-01-04 04:20:00,2024-01-04 06:20:00,2024-01-04 04:10:00,2024-01-04 06:10:00,On-Time,JFK,DFW
4373,2024-01-04 04:30:00,2024-01-04 06:30:00,2024-01-04 04:20:00,2024-01-04 06:20:00,On-Time,ORD,ORD
9945,2024-01-04 04:40:00,2024-01-04 06:40:00,2024-01-04 04:30:00,2024-01-04 06:30:00,On-Time,ORD,JFK
3082,2024-01-04 04:50:00,2024-01-04 06:50:00,2024-01-04 04:40:00,2024-01-04 06:40:00,On-Time,ORD,JFK
9967,2024-01-04 05:00:00,2024-01-04 07:00:00,2024-01-04 04:50:00,2024-01-04 06:50:00,Delayed,LAX,JFK
7748,2024-01-04 05:10:00,2024-01-04 07:10:00,2024-01-04 05:00:00,2024-01-04 07:00:00,On-Time,ORD,ORD
1417,2024-01-04 05:20:00,2024-01-04 07:20:00,2024-01-04 05:10:00,2024-01-04 07:10:00,On-Time,JFK,DFW
9306,2024-01-04 05:30:00,2024-01-04 07:30:00,2024-01-04 05:20:00,2024-01-04 07:20:00,On-Time,ATL,JFK
9808,2024-01-04 05:40:00,2024-01-04 07:40:00,2024-01-04 05:30:00,2024-01-04 07:30:00,On-Time,ATL,DFW
4974,2024-01-04 05:50:00,2024-01-04 07:50:00,2024-01-04 05:40:00,2024-01-04 07:40:00,Delayed,DFW,ORD
4267,2024-01-04 06:00:00,2024-01-04 08:00:00,2024-01-04 05:50:00,2024-01-04 07:50:00,On-Time,JFK,DFW
1825,2024-01-04 06:10:00,2024-01-04 08:10:00,2024-01-04 06:00:00,2024-01-04 08:00:00,Delayed,ORD,ORD
8668,2024-01-04 06:20:00,2024-01-04 08:20:00,2024-01-04 06:10:00,2024-01-04 08:10:00,On-Time,ATL,ORD
6745,2024-01-04 06:30:00,2024-01-04 08:30:00,2024-01-04 06:20:00,2024-01-04 08:20:00,On-Time,JFK,ATL
1412,2024-01-04 06:40:00,2024-01-04 08:40:00,2024-01-04 06:30:00,2024-01-04 08:30:00,Delayed,ATL,ORD
8543,2024-01-04 06:50:00,2024-01-04 08:50:00,2024-01-04 06:40:00,2024-01-04 08:40:00,Delayed,ORD,ORD
8587,2024-01-04 07:00:00,2024-01-04 09:00:00,2024-01-04 06:50:00,2024-01-04 08:50:00,Delayed,ATL,LAX
1728,2024-01-04 07:10:00,2024-01-04 09:10:00,2024-01-04 07:00:00,2024-01-04 09:00:00,Delayed,DFW,JFK
8164,2024-01-04 07:20:00,2024-01-04 09:20:00,2024-01-04 07:10:00,2024-01-04 09:10:00,On-Time,DFW,ATL
9867,2024-01-04 07:30:00,2024-01-04 09:30:00,2024-01-04 07:20:00,2024-01-04 09:20:00,Delayed,ATL,ATL
6988,2024-01-04 07:40:00,2024-01-04 09:40:00,2024-01-04 07:30:00,2024-01-04 09:30:00,On-Time,JFK,ATL
3504,2024-01-04 07:50:00,2024-01-04 09:50:00,2024-01-04 07:40:00,2024-01-04 09:40:00,Delayed,JFK,LAX
3967,2024-01-04 08:00:00,2024-01-04 10:00:00,2024-01-04 07:50:00,2024-01-04 09:50:00,On-Time,JFK,ORD
3786,2024-01-04 08:10:00,2024-01-04 10:10:00,2024-01-04 08:00:00,2024-01-04 10:00:00,Delayed,ATL,JFK
2122,2024-01-04 08:20:00,2024-01-04 10:20:00,2024-01-04 08:10:00,2024-01-04 10:10:00,On-Time,JFK,DFW
5079,2024-01-04 08:30:00,2024-01-04 10:30:00,2024-01-04 08:20:00,2024-01-04 10:20:00,On-Time,ORD,ORD
2571,2024-01-04 08:40:00,2024-01-04 10:40:00,2024-01-04 08:30:00,2024-01-04 10:30:00,On-Time,DFW,LAX
6073,2024-01-04 08:50:00,2024-01-04 10:50:00,2024-01-04 08:40:00,2024-01-04 10:40:00,Delayed,ORD,ORD
6104,2024-01-04 09:00:00,2024-01-04 11:00:00,2024-01-04 08:50:00,2024-01-04 10:50:00,On-Time,JFK,ORD
3143,2024-01-04 09:10:00,2024-01-04 11:10:00,2024-01-04 09:00:00,2024-01-04 11:00:00,On-Time,ORD,LAX
7806,2024-01-04 09:20:00,2024-01-04 11:20:00,2024-01-04 09:10:00,2024-01-04 11:10:00,On-Time,JFK,ATL
8357,2024-01-04 09:30:00,2024-01-04 11:30:00,2024-01-04 09:20:00,2024-01-04 11:20:00,On-Time,ATL,ATL
4440,2024-01-04 09:40:00,2024-01-04 11:40:00,2024-01-04 09:30:00,2024-01-04 11:30:00,Delayed,ORD,JFK
4766,2024-01-04 09:50:00,2024-01-04 11:50:00,2024-01-04 09:40:00,2024-01-04 11:40:00,On-Time,ATL,JFK
6644,2024-01-04 10:00:00,2024-01-04 12:00:00,2024-01-04 09:50:00,2024-01-04 11:50:00,Delayed,ATL,ATL
3914,2024-01-04 10:10:00,2024-01-04 12:10:00,2024-01-04 10:00:00,2024-01-04 12:00:00,On-Time,LAX,DFW
5968,2024-01-04 10:20:00,2024-01-04 12:20:00,2024-01-04 10:10:00,2024-01-04 12:10:00,On-Time,JFK,ORD
6917,2024-01-04 10:30:00,2024-01-04 12:30:00,2024-01-04 10:20:00,2024-01-04 12:20:00,Delayed,DFW,DFW
9787,2024-01-04 10:40:00,2024-01-04 12:40:00,2024-01-04 10:30:00,2024-01-04 12:30:00,On-Time,JFK,ORD
1728,2024-01-04 10:50:00,2024-01-04 12:50:00,2024-01-04 10:40:00,2024-01-04 12:40:00,On-Time,DFW,ATL
2365,2024-01-04 11:00:00,2024-01-04 13:00:00,2024-01-04 10:50:00,2024-01-04 12:50:00,On-Time,JFK,JFK
5492,2024-01-04 11:10:00,2024-01-04 13:10:00,2024-01-04 11:00:00,2024-01-04 13:00:00,Delayed,ATL,JFK
1698,2024-01-04 11:20:00,2024-01-04 13:20:00,2024-01-04 11:10:00,2024-01-04 13:10:00,On-Time,ORD,DFW
8186,2024-01-04 11:30:00,2024-01-04 13:30:00,2024-01-04 11:20:00,2024-01-04 13:20:00,Delayed,ORD,JFK
1395,2024-01-04 11:40:00,2024-01-04 13:40:00,2024-01-04 11:30:00,2024-01-04 13:30:00,Delayed,LAX,ATL
8400,2024-01-04 11:50:00,2024-01-04 13:50:00,2024-01-04 11:40:00,2024-01-04 13:40:00,On-Time,DFW,DFW
9082,2024-01-04 12:00:00,2024-01-04 14:00:00,2024-01-04 11:50:00,2024-01-04 13:50:00,On-Time,DFW,ORD
5171,2024-01-04 12:10:00,2024-01-04 14:10:00,2024-01-04 12:00:00,2024-01-04 14:00:00,On-Time,DFW,JFK
5360,2024-01-04 12:20:00,2024-01-04 14:20:00,2024-01-04 12:10:00,2024-01-04 14:10:00,On-Time,ATL,LAX
3502,2024-01-04 12:30:00,2024-01-04 14:30:00,2024-01-04 12:20:00,2024-01-04 14:20:00,On-Time,DFW,JFK
1717,2024-01-04 12:40:00,2024-01-04 14:40:00,2024-01-04 12:30:00,2024-01-04 14:30:00,On-Time,ORD,ORD
3782,2024-01-04 12:50:00,2024-01-04 14:50:00,2024-01-04 12:40:00,2024-01-04 14:40:00,On-Time,ATL,DFW
5946,2024-01-04 13:00:00,2024-01-04 15:00:00,2024-01-04 12:50:00,2024-01-04 14:50:00,Delayed,JFK,ORD
6486,2024-01-04 13:10:00,2024-01-04 15:10:00,2024-01-04 13:00:00,2024-01-04 15:00:00,Delayed,DFW,LAX
9335,2024-01-04 13:20:00,2024-01-04 15:20:00,2024-01-04 13:10:00,2024-01-04 15:10:00,Delayed,DFW,ATL
5980,2024-01-04 13:30:00,2024-01-04 15:30:00,2024-01-04 13:20:00,2024-01-04 15:20:00,On-Time,JFK,JFK
8266,2024-01-04 13:40:00,2024-01-04 15:40:00,2024-01-04 13:30:00,2024-01-04 15:30:00,On-Time,DFW,DFW
5491,2024-01-04 13:50:00,2024-01-04 15:50:00,2024-01-04 13:40:00,2024-01-04 15:40:00,On-Time,JFK,ATL
8192,2024-01-04 14:00:00,2024-01-04 16:00:00,2024-01-04 13:50:00,2024-01-04 15:50:00,Delayed,ATL,ORD
6588,2024-01-04 14:10:00,2024-01-04 16:10:00,2024-01-04 14:00:00,2024-01-04 16:00:00,On-Time,ORD,DFW
8651,2024-01-04 14:20:00,2024-01-04 16:20:00,2024-01-04 14:10:00,2024-01-04 16:10:00,Delayed,JFK,ATL
4636,2024-01-04 14:30:00,2024-01-04 16:30:00,2024-01-04 14:20:00,2024-01-04 16:20:00,On-Time,LAX,DFW
2167,2024-01-04 14:40:00,2024-01-04 16:40:00,2024-01-04 14:30:00,2024-01-04 16:30:00,On-Time,JFK,LAX
2062,2024-01-04 14:50:00,2024-01-04 16:50:00,2024-01-04 14:40:00,2024-01-04 16:40:00,Delayed,DFW,LAX
3156,2024-01-04 15:00:00,2024-01-04 17:00:00,2024-01-04 14:50:00,2024-01-04 16:50:00,On-Time,ATL,JFK
8860,2024-01-04 15:10:00,2024-01-04 17:10:00,2024-01-04 15:00:00,2024-01-04 17:00:00,Delayed,ATL,JFK
6161,2024-01-04 15:20:00,2024-01-04 17:20:00,2024-01-04 15:10:00,2024-01-04 17:10:00,Delayed,JFK,LAX
6305,2024-01-04 15:30:00,2024-01-04 17:30:00,2024-01-04 15:20:00,2024-01-04 17:20:00,On-Time,ORD,DFW
7541,2024-01-04 15:40:00,2024-01-04 17:40:00,2024-01-04 15:30:00,2024-01-04 17:30:00,On-Time,LAX,LAX
5729,2024-01-04 15:50:00,2024-01-04 17:50:00,2024-01-04 15:40:00,2024-01-04 17:40:00,On-Time,ATL,JFK
8330,2024-01-04 16:00:00,2024-01-04 18:00:00,2024-01-04 15:50:00,2024-01-04 17:50:00,Delayed,DFW,LAX
6334,2024-01-04 16:10:00,2024-01-04 18:10:00,2024-01-04 16:00:00,2024-01-04 18:00:00,On-Time,DFW,LAX
9924,2024-01-04 16:20:00,2024-01-04 18:20:00,2024-01-04 16:10:00,2024-01-04 18:10:00,On-Time,ORD,DFW
5330,2024-01-04 16:30:00,2024-01-04 18:30:00,2024-01-04 16:20:00,2024-01-04 18:20:00,On-Time,ATL,ATL
9010,2024-01-04 16:40:00,2024-01-04 18:40:00,2024-01-04 16:30:00,2024-01-04 18:30:00,Delayed,JFK,JFK
7801,2024-01-04 16:50:00,2024-01-04 18:50:00,2024-01-04 16:40:00,2024-01-04 18:40:00,On-Time,DFW,DFW
5846,2024-01-04 17:00:00,2024-01-04 19:00:00,2024-01-04 16:50:00,2024-01-04 18:50:00,Delayed,ORD,LAX
7731,2024-01-04 17:10:00,2024-01-04 19:10:00,2024-01-04 17:00:00,2024-01-04 19:00:00,Delayed,ATL,LAX
8241,2024-01-04 17:20:00,2024-01-04 19:20:00,2024-01-04 17:10:00,2024-01-04 19:10:00,On-Time,ATL,ATL
1953,2024-01-04 17:30:00,2024-01-04 19:30:00,2024-01-04 17:20:00,2024-01-04 19:20:00,On-Time,ATL,JFK
3539,2024-01-04 17:40:00,2024-01-04 19:40:00,2024-01-04 17:30:00,2024-01-04 19:30:00,Delayed,ATL,JFK
8056,2024-01-04 17:50:00,2024-01-04 19:50:00,2024-01-04 17:40:00,2024-01-04 19:40:00,On-Time,ATL,ORD
2542,2024-01-04 18:00:00,2024-01-04 20:00:00,2024-01-04 17:50:00,2024-01-04 19:50:00,Delayed,DFW,JFK
6293,2024-01-04 18:10:00,2024-01-04 20:10:00,2024-01-04 18:00:00,2024-01-04 20:00:00,On-Time,ORD,ATL
2191,2024-01-04 18:20:00,2024-01-04 20:20:00,2024-01-04 18:10:00,2024-01-04 20:10:00,On-Time,ATL,ORD
7313,2024-01-04 18:30:00,2024-01-04 20:30:00,2024-01-04 18:20:00,2024-01-04 20:20:00,Delayed,LAX,ORD
7938,2024-01-04 18:40:00,2024-01-04 20:40:00,2024-01-04 18:30:00,2024-01-04 20:30:00,On-Time,LAX,LAX
3681,2024-01-04 18:50:00,2024-01-04 20:50:00,2024-01-04 18:40:00,2024-01-04 20:40:00,On-Time,ORD,LAX
2540,2024-01-04 19:00:00,2024-01-04 21:00:00,2024-01-04 18:50:00,2024-01-04 20:50:00,On-Time,JFK,JFK
7172,2024-01-04 19:10:00,2024-01-04 21:10:00,2024-01-04 19:00:00,2024-01-04 21:00:00,On-Time,JFK,ORD
6541,2024-01-04 19:20:00,2024-01-04 21:20:00,2024-01-04 19:10:00,2024-01-04 21:10:00,On-Time,JFK,LAX
2365,2024-01-04 19:30:00,2024-01-04 21:30:00,2024-01-04 19:20:00,2024-01-04 21:20:00,On-Time,LAX,ATL
9691,2024-01-04 19:40:00,2024-01-04 21:40:00,2024-01-04 19:30:00,2024-01-04 21:30:00,Delayed,JFK,LAX
9702,2024-01-04 19:50:00,2024-01-04 21:50:00,2024-01-04 19:40:00,2024-01-04 21:40:00,On-Time,DFW,LAX
8494,2024-01-04 20:00:00,2024-01-04 22:00:00,2024-01-04 19:50:00,2024-01-04 21:50:00,On-Time,ATL,ORD
5312,2024-01-04 20:10:00,2024-01-04 22:10:00,2024-01-04 20:00:00,2024-01-04 22:00:00,On-Time,LAX,ORD
2324,2024-01-04 20:20:00,2024-01-04 22:20:00,2024-01-04 20:10:00,2024-01-04 22:10:00,Delayed,ORD,DFW
4141,2024-01-04 20:30:00,2024-01-04 22:30:00,2024-01-04 20:20:00,2024-01-04 22:20:00,On-Time,ORD,ATL
8419,2024-01-04 20:40:00,2024-01-04 22:40:00,2024-01-04 20:30:00,2024-01-04 22:30:00,Delayed,ATL,ORD
4486,2024-01-04 20:50:00,2024-01-04 22:50:00,2024-01-04 20:40:00,2024-01-04 22:40:00,On-Time,LAX,JFK
2810,2024-01-04 21:00:00,2024-01-04 23:00:00,2024-01-04 20:50:00,2024-01-04 22:50:00,On-Time,JFK,ATL
7588,2024-01-04 21:10:00,2024-01-04 23:10:00,2024-01-04 21:00:00,2024-01-04 23:00:00,On-Time,JFK,ATL
3923,2024-01-04 21:20:00,2024-01-04 23:20:00,2024-01-04 21:10:00,2024-01-04 23:10:00,On-Time,DFW,ORD
6301,2024-01-04 21:30:00,2024-01-04 23:30:00,2024-01-04 21:20:00,2024-01-04 23:20:00,On-Time,DFW,ATL
5186,2024-01-04 21:40:00,2024-01-04 23:40:00,2024-01-04 21:30:00,2024-01-04 23:30:00,On-Time,JFK,ORD
9905,2024-01-04 21:50:00,2024-01-04 23:50:00,2024-01-04 21:40:00,2024-01-04 23:40:00,Delayed,ORD,LAX
6977,2024-01-04 22:00:00,2024-01-05 00:00:00,2024-01-04 21:50:00,2024-01-04 23:50:00,On-Time,ORD,DFW
5268,2024-01-04 22:10:00,2024-01-05 00:10:00,2024-01-04 22:00:00,2024-01-05 00:00:00,On-Time,DFW,LAX
5748,2024-01-04 22:20:00,2024-01-05 00:20:00,2024-01-04 22:10:00,2024-01-05 00:10:00,On-Time,ATL,ORD
5849,2024-01-04 22:30:00,2024-01-05 00:30:00,2024-01-04 22:20:00,2024-01-05 00:20:00,Delayed,JFK,ORD
4709,2024-01-04 22:40:00,2024-01-05 00:40:00,2024-01-04 22:30:00,2024-01-05 00:30:00,On-Time,DFW,LAX
7619,2024-01-04 22:50:00,2024-01-05 00:50:00,2024-01-04 22:40:00,2024-01-05 00:40:00,On-Time,DFW,JFK
9647,2024-01-04 23:00:00,2024-01-05 01:00:00,2024-01-04 22:50:00,2024-01-05 00:50:00,On-Time,JFK,JFK
4072,2024-01-04 23:10:00,2024-01-05 01:10:00,2024-01-04 23:00:00,2024-01-05 01:00:00,Delayed,JFK,JFK
7530,2024-01-04 23:20:00,2024-01-05 01:20:00,2024-01-04 23:10:00,2024-01-05 01:10:00,On-Time,ORD,ORD
1504,2024-01-04 23:30:00,2024-01-05 01:30:00,2024-01-04 23:20:00,2024-01-05 01:20:00,On-Time,ATL,ATL
2214,2024-01-04 23:40:00,2024-01-05 01:40:00,2024-01-04 23:30:00,2024-01-05 01:30:00,Delayed,ATL,ORD
2531,2024-01-04 23:50:00,2024-01-05 01:50:00,2024-01-04 23:40:00,2024-01-05 01:40:00,Delayed,JFK,ATL
8576,2024-01-05 00:00:00,2024-01-05 02:00:00,2024-01-04 23:50:00,2024-01-05 01:50:00,On-Time,LAX,LAX
1823,2024-01-05 00:10:00,2024-01-05 02:10:00,2024-01-05 00:00:00,2024-01-05 02:00:00,Delayed,DFW,DFW
1928,2024-01-05 00:20:00,2024-01-05 02:20:00,2024-01-05 00:10:00,2024-01-05 02:10:00,On-Time,DFW,ATL
6029,2024-01-05 00:30:00,2024-01-05 02:30:00,2024-01-05 00:20:00,2024-01-05 02:20:00,On-Time,JFK,JFK
1133,2024-01-05 00:40:00,2024-01-05 02:40:00,2024-01-05 00:30:00,2024-01-05 02:30:00,On-Time,LAX,ORD
3105,2024-01-05 00:50:00,2024-01-05 02:50:00,2024-01-05 00:40:00,2024-01-05 02:40:00,On-Time,ORD,LAX
4627,2024-01-05 01:00:00,2024-01-05 03:00:00,2024-01-05 00:50:00,2024-01-05 02:50:00,On-Time,JFK,JFK
7316,2024-01-05 01:10:00,2024-01-05 03:10:00,2024-01-05 01:00:00,2024-01-05 03:00:00,Delayed,JFK,LAX
2852,2024-01-05 01:20:00,2024-01-05 03:20:00,2024-01-05 01:10:00,2024-01-05 03:10:00,On-Time,DFW,DFW
5910,2024-01-05 01:30:00,2024-01-05 03:30:00,2024-01-05 01:20:00,2024-01-05 03:20:00,On-Time,JFK,ORD
5175,2024-01-05 01:40:00,2024-01-05 03:40:00,2024-01-05 01:30:00,2024-01-05 03:30:00,On-Time,JFK,ORD
6348,2024-01-05 01:50:00,2024-01-05 03:50:00,2024-01-05 01:40:00,2024-01-05 03:40:00,Delayed,JFK,DFW
7190,2024-01-05 02:00:00,2024-01-05 04:00:00,2024-01-05 01:50:00,2024-01-05 03:50:00,On-Time,DFW,ORD
2256,2024-01-05 02:10:00,2024-01-05 04:10:00,2024-01-05 02:00:00,2024-01-05 04:00:00,On-Time,ORD,ATL
4376,2024-01-05 02:20:00,2024-01-05 04:20:00,2024-01-05 02:10:00,2024-01-05 04:10:00,On-Time,ORD,LAX
6645,2024-01-05 02:30:00,2024-01-05 04:30:00,2024-01-05 02:20:00,2024-01-05 04:20:00,On-Time,JFK,JFK
4486,2024-01-05 02:40:00,2024-01-05 04:40:00,2024-01-05 02:30:00,2024-01-05 04:30:00,Delayed,DFW,DFW
4584,2024-01-05 02:50:00,2024-01-05 04:50:00,2024-01-05 02:40:00,2024-01-05 04:40:00,Delayed,ORD,ATL
9053,2024-01-05 03:00:00,2024-01-05 05:00:00,2024-01-05 02:50:00,2024-01-05 04:50:00,On-Time,ORD,JFK
4330,2024-01-05 03:10:00,2024-01-05 05:10:00,2024-01-05 03:00:00,2024-01-05 05:00:00,Delayed,ORD,JFK
3703,2024-01-05 03:20:00,2024-01-05 05:20:00,2024-01-05 03:10:00,2024-01-05 05:10:00,On-Time,DFW,DFW
9662,2024-01-05 03:30:00,2024-01-05 05:30:00,2024-01-05 03:20:00,2024-01-05 05:20:00,Delayed,DFW,ATL
9120,2024-01-05 03:40:00,2024-01-05 05:40:00,2024-01-05 03:30:00,2024-01-05 05:30:00,On-Time,JFK,JFK
8114,2024-01-05 03:50:00,2024-01-05 05:50:00,2024-01-05 03:40:00,2024-01-05 05:40:00,On-Time,ATL,JFK
2353,2024-01-05 04:00:00,2024-01-05 06:00:00,2024-01-05 03:50:00,2024-01-05 05:50:00,On-Time,ORD,ATL
6063,2024-01-05 04:10:00,2024-01-05 06:10:00,2024-01-05 04:00:00,2024-01-05 06:00:00,On-Time,ATL,ORD
9549,2024-01-05 04:20:00,2024-01-05 06:20:00,2024-01-05 04:10:00,2024-01-05 06:10:00,On-Time,DFW,JFK
8575,2024-01-05 04:30:00,2024-01-05 06:30:00,2024-01-05 04:20:00,2024-01-05 06:20:00,On-Time,DFW,LAX
1667,2024-01-05 04:40:00,2024-01-05 06:40:00,2024-01-05 04:30:00,2024-01-05 06:30:00,On-Time,DFW,ATL
5468,2024-01-05 04:50:00,2024-01-05 06:50:00,2024-01-05 04:40:00,2024-01-05 06:40:00,Delayed,ATL,JFK
7819,2024-01-05 05:00:00,2024-01-05 07:00:00,2024-01-05 04:50:00,2024-01-05 06:50:00,On-Time,DFW,DFW
4719,2024-01-05 05:10:00,2024-01-05 07:10:00,2024-01-05 05:00:00,2024-01-05 07:00:00,On-Time,JFK,LAX
3745,2024-01-05 05:20:00,2024-01-05 07:20:00,2024-01-05 05:10:00,2024-01-05 07:10:00,Delayed,DFW,JFK
8483,2024-01-05 05:30:00,2024-01-05 07:30:00,2024-01-05 05:20:00,2024-01-05 07:20:00,On-Time,LAX,LAX
1539,2024-01-05 05:40:00,2024-01-05 07:40:00,2024-01-05 05:30:00,2024-01-05 07:30:00,On-Time,ATL,LAX
5964,2024-01-05 05:50:00,2024-01-05 07:50:00,2024-01-05 05:40:00,2024-01-05 07:40:00,On-Time,LAX,ORD
5835,2024-01-05 06:00:00,2024-01-05 08:00:00,2024-01-05 05:50:00,2024-01-05 07:50:00,Delayed,DFW,LAX
4775,2024-01-05 06:10:00,2024-01-05 08:10:00,2024-01-05 06:00:00,2024-01-05 08:00:00,On-Time,JFK,ORD
7042,2024-01-05 06:20:00,2024-01-05 08:20:00,2024-01-05 06:10:00,2024-01-05 08:10:00,On-Time,ORD,ATL
8102,2024-01-05 06:30:00,2024-01-05 08:30:00,2024-01-05 06:20:00,2024-01-05 08:20:00,Delayed,DFW,ORD
8312,2024-01-05 06:40:00,2024-01-05 08:40:00,2024-01-05 06:30:00,2024-01-05 08:30:00,Delayed,JFK,DFW
6320,2024-01-05 06:50:00,2024-01-05 08:50:00,2024-01-05 06:40:00,2024-01-05 08:40:00,On-Time,ATL,JFK
7132,2024-01-05 07:00:00,2024-01-05 09:00:00,2024-01-05 06:50:00,2024-01-05 08:50:00,On-Time,LAX,ATL
8891,2024-01-05 07:10:00,2024-01-05 09:10:00,2024-01-05 07:00:00,2024-01-05 09:00:00,On-Time,LAX,ATL
3779,2024-01-05 07:20:00,2024-01-05 09:20:00,2024-01-05 07:10:00,2024-01-05 09:10:00,Delayed,LAX,DFW
1924,2024-01-05 07:30:00,2024-01-05 09:30:00,2024-01-05 07:20:00,2024-01-05 09:20:00,On-Time,ATL,ORD
2581,2024-01-05 07:40:00,2024-01-05 09:40:00,2024-01-05 07:30:00,2024-01-05 09:30:00,On-Time,JFK,JFK
8714,2024-01-05 07:50:00,2024-01-05 09:50:00,2024-01-05 07:40:00,2024-01-05 09:40:00,Delayed,ATL,ORD
4324,2024-01-05 08:00:00,2024-01-05 10:00:00,2024-01-05 07:50:00,2024-01-05 09:50:00,On-Time,LAX,LAX
6713,2024-01-05 08:10:00,2024-01-05 10:10:00,2024-01-05 08:00:00,2024-01-05 10:00:00,On-Time,DFW,ORD
8026,2024-01-05 08:20:00,2024-01-05 10:20:00,2024-01-05 08:10:00,2024-01-05 10:10:00,On-Time,ORD,ATL
1255,2024-01-05 08:30:00,2024-01-05 10:30:00,2024-01-05 08:20:00,2024-01-05 10:20:00,On-Time,ATL,JFK
5804,2024-01-05 08:40:00,2024-01-05 10:40:00,2024-01-05 08:30:00,2024-01-05 10:30:00,On-Time,ATL,ORD
2838,2024-01-05 08:50:00,2024-01-05 10:50:00,2024-01-05 08:40:00,2024-01-05 10:40:00,On-Time,JFK,JFK
1009,2024-01-05 09:00:00,2024-01-05 11:00:00,2024-01-05 08:50:00,2024-01-05 10:50:00,On-Time,JFK,JFK
3871,2024-01-05 09:10:00,2024-01-05 11:10:00,2024-01-05 09:00:00,2024-01-05 11:00:00,On-Time,ATL,LAX
9989,2024-01-05 09:20:00,2024-01-05 11:20:00,2024-01-05 09:10:00,2024-01-05 11:10:00,Delayed,LAX,LAX
8409,2024-01-05 09:30:00,2024-01-05 11:30:00,2024-01-05 09:20:00,2024-01-05 11:20:00,On-Time,ORD,ATL
8418,2024-01-05 09:40:00,2024-01-05 11:40:00,2024-01-05 09:30:00,2024-01-05 11:30:00,Delayed,JFK,DFW
6124,2024-01-05 09:50:00,2024-01-05 11:50:00,2024-01-05 09:40:00,2024-01-05 11:40:00,On-Time,LAX,JFK
2015,2024-01-05 10:00:00,2024-01-05 12:00:00,2024-01-05 09:50:00,2024-01-05 11:50:00,Delayed,DFW,DFW
3193,2024-01-05 10:10:00,2024-01-05 12:10:00,2024-01-05 10:00:00,2024-01-05 12:00:00,Delayed,JFK,ATL
9415,2024-01-05 10:20:00,2024-01-05 12:20:00,2024-01-05 10:10:00,2024-01-05 12:10:00,On-Time,LAX,JFK
8449,2024-01-05 10:30:00,2024-01-05 12:30:00,2024-01-05 10:20:00,2024-01-05 12:20:00,Delayed,LAX,JFK
5158,2024-01-05 10:40:00,2024-01-05 12:40:00,2024-01-05 10:30:00,2024-01-05 12:30:00,Delayed,ORD,DFW
4925,2024-01-05 10:50:00,2024-01-05 12:50:00,2024-01-05 10:40:00,2024-01-05 12:40:00,On-Time,ORD,ORD
7970,2024-01-05 11:00:00,2024-01-05 13:00:00,2024-01-05 10:50:00,2024-01-05 12:50:00,On-Time,DFW,LAX
7938,2024-01-05 11:10:00,2024-01-05 13:10:00,2024-01-05 11:00:00,2024-01-05 13:00:00,On-Time,LAX,ORD
5784,2024-01-05 11:20:00,2024-01-05 13:20:00,2024-01-05 11:10:00,2024-01-05 13:10:00,Delayed,LAX,DFW
5000,2024-01-05 11:30:00,2024-01-05 13:30:00,2024-01-05 11:20:00,2024-01-05 13:20:00,Delayed,ORD,LAX
2633,2024-01-05 11:40:00,2024-01-05 13:40:00,2024-01-05 11:30:00,2024-01-05 13:30:00,Delayed,JFK,ORD
